标题,链接,点击数,性能介绍,PageUrl
永茂QD8塔式起重机,http://zj.lmjx.net/detail_NzE22---.html,7641,随着塔式起重机科技发展，城市建筑密度逐渐加大，建筑物设计构造的复杂化，塔机的拆卸问题不断显现出来，为解决建筑施工后塔机的拆卸问题，我公司自行研发出QD8屋面式起重机……,http://zj.lmjx.net/zj_class_19_61_0_1.html
中建机械QTZ7033塔式起重机,http://zj.lmjx.net/detail_MTkwMjM=.html,2960,独立高度52m，最大附着高度238m，最大起重量16t……,http://zj.lmjx.net/zj_class_19_61_0_1.html
恒升建机QTZ3008塔机,http://zj.lmjx.net/detail_MjExMzM=.html,1518,QTZ3008的性能参数：性能参数及技术指标国内领先，达到国际先进水平a、最大臂长30m;臂长组合每6米递减，最小臂长30米;b、最大起重量2.5t;c、臂尖最大吊重量0.8t;d……,http://zj.lmjx.net/zj_class_19_61_0_1.html
北方交通EBZ200E煤炭掘进机,http://zj.lmjx.net/detail_MTEzNjE=.html,2750,主要特点： 截割头单刀力大，截齿布置合理，破岩过断层能力强，最大截割硬度f8，经济截割硬度f6……,http://zj.lmjx.net/zj_class_17_0_0.html
徐工EBZ135掘进机,http://zj.lmjx.net/detail_MTEzNjI=.html,3278,整机体积小，动作灵活，矮机身设计，适用于大倾角、矮巷道掘进；配有内、外喷雾系统，有效抑制粉尘；采用弧形线星轮装载，减少回煤，装载效率高；集中润滑系统，降低维护工作量，设备可靠性高；……,http://zj.lmjx.net/zj_class_17_0_0.html
厦金XJ953IIIC隧道装载机掘进机/车,http://zj.lmjx.net/detail_MTgxNDc=.html,907,厦金侧卸机 特别优势：低油耗、高品质的涡轮增压发动机，动力性能好，扭矩储备大。加大加强型驱动桥（Q桥），加强后车架，提高倾翻载荷，行走更平稳，作业不易翘尾巴……,http://zj.lmjx.net/zj_class_17_0_0.html
冀中能源ZDY系列多功能掘进机,http://zj.lmjx.net/detail_MTEzNTc=.html,2573,对掘进巷道的瓦斯和水含量进行提前探测，对巷道的顶及两侧帮进行锚杆锚固工作，可成功避免掘进中出现瓦斯突出、透顶、透水等重大事故，还可以在巷道断面、巷道顶面及巷道两侧面进行垂直钻孔作业……,http://zj.lmjx.net/zj_class_17_0_0.html
国际煤机EBH350重型掘进机,http://zj.lmjx.net/detail_MTczMjk=.html,912,·机重125t；·全新智能化设计，可实现轨迹跟踪，自动切割等功能；·具备超强的截割能力，配套瑞典山特维克“S”级截齿，单轴抗压强度最大可达到130MPa；·截割部采用可伸缩横轴设计……,http://zj.lmjx.net/zj_class_17_0_0.html
石煤机EBH300(A)岩石掘进机,http://zj.lmjx.net/detail_MTU4OTU=.html,1281,EBH300(A)岩石掘进机适用于硬度f≤13的岩巷、半煤岩巷的掘进，也可在公路、铁路、水利等隧道施工工程中使用。采用计算机控制，整机实现全无线遥控控制，智能成型切割和恒功率切割……,http://zj.lmjx.net/zj_class_17_0_0.html
山河智能EBZ260掘进机,http://zj.lmjx.net/detail_MjA2NTg=.html,572,整机配置高、技术先进、可靠性好、重心低、机器稳定性好；截割部不伸缩，采用国际上最先进的轴承与截齿等，破岩能力强；截割电机刚性增强、结构简单化、维修方便、使用寿命长……,http://zj.lmjx.net/zj_class_17_0_0.html
中国现代QTZ500P(XDP8030)平头塔式起重机,http://zj.lmjx.net/detail_MjQyNjM=.html,495,平头式塔机——明显降低安装高度，减小安装场地占用，并便于臂节快速拆装，降低运输和仓储成本；*吸收国外技术——比同类塔机降低15%自重，安拆时大为降低对汽车起重机的要求；*起重能力强……,http://zj.lmjx.net/zj_class_19_61_0_1.html
虎霸H5515塔式起重机,http://zj.lmjx.net/detail_ODM24---.html,8951, 虎霸建机塔机系列20年的研发历程中，在结构设计、电控系统、安全可靠性等技术方面，始终走在行业的前列……,http://zj.lmjx.net/zj_class_19_61_0_1.html
中昇QTZ3200（ZSL3200）平臂塔式起重机,http://zj.lmjx.net/detail_MTA0NTE=.html,4517,……,http://zj.lmjx.net/zj_class_19_61_0_1.html
江麓QTZ63F塔头式起重机,http://zj.lmjx.net/detail_MTAyNzY=.html,3841,? 电气控制系统关键电气元件采用行业知名品牌，如天水二一三、法国施耐德公司的低压电器，可靠性高，便于维护……,http://zj.lmjx.net/zj_company_19_61_0_-1.html
三一重工SYT80(T5710-6)塔式起重机,http://zj.lmjx.net/detail_MTk2NTM=.html,1148,型号SYT80(T5710-6)最大起重力矩990（kN·m）最大起重量6t最大臂长/起重量57m/1.0t塔身截面1.6×1.6m自由高度40.5m起升80/40/8.8回转0~……,http://zj.lmjx.net/zj_company_19_61_0_-1.html
方圆QTZ87（PT5510）塔式起重机,http://zj.lmjx.net/detail_MTIxMzg=.html,6984,PT5510塔式起重机最大工作幅度为55米，同时可以变臂50米、45米、40米等，臂长变化更方便，用户使用更多选择；安装更方便、安全、快捷；2、起升减速机为四轴，实现起升机构卷筒的……,http://zj.lmjx.net/zj_company_19_61_0_-1.html
川建M2400(100t)水平臂塔式起重机,http://zj.lmjx.net/detail_NzIy3---.html,6808,SCM-M2400(100t)塔式起重机，是我公司吸收国外塔机技术，自行设计制造的大型上回转自升式塔式起重机……,http://zj.lmjx.net/zj_company_19_61_0_-1.html
徐工QTZ100(6013Y-6)塔顶式塔机,http://zj.lmjx.net/detail_MTc2MTQ=.html,1844,最佳的性价比；优越的起重性能；合理的结构设计；严格的制造控制；高安全、高可靠性；人性化设计；便捷的操作性和运输性……,http://zj.lmjx.net/zj_company_19_61_0_-1.html
浙江建机ZJD260塔式起重机,http://zj.lmjx.net/detail_OTg53---.html,5294,……,http://zj.lmjx.net/zj_company_19_61_0_-1.html
波坦MC480塔式起重机,http://zj.lmjx.net/detail_MTMxNDE=.html,4538,波坦公司一直在塔式起重机方面处于领先位置。迄今为止已在全球销售并竖立超过100000台塔机。 目前，该公司在法国、德国、意大利、葡萄牙和中国的工厂生产60余种型号塔式起重机……,http://zj.lmjx.net/zj_company_19_61_0_-1.html
永茂QD8塔式起重机,http://zj.lmjx.net/detail_NzE22---.html,7641,随着塔式起重机科技发展，城市建筑密度逐渐加大，建筑物设计构造的复杂化，塔机的拆卸问题不断显现出来，为解决建筑施工后塔机的拆卸问题，我公司自行研发出QD8屋面式起重机……,http://zj.lmjx.net/zj_company_19_61_0_-1.html
中建机械QTZ7033塔式起重机,http://zj.lmjx.net/detail_MTkwMjM=.html,2960,独立高度52m，最大附着高度238m，最大起重量16t……,http://zj.lmjx.net/zj_company_19_61_0_-1.html
恒升建机QTZ3008塔机,http://zj.lmjx.net/detail_MjExMzM=.html,1518,QTZ3008的性能参数：性能参数及技术指标国内领先，达到国际先进水平a、最大臂长30m;臂长组合每6米递减，最小臂长30米;b、最大起重量2.5t;c、臂尖最大吊重量0.8t;d……,http://zj.lmjx.net/zj_company_19_61_0_-1.html
中国现代QTZ500P(XDP8030)平头塔式起重机,http://zj.lmjx.net/detail_MjQyNjM=.html,495,平头式塔机——明显降低安装高度，减小安装场地占用，并便于臂节快速拆装，降低运输和仓储成本；*吸收国外技术——比同类塔机降低15%自重，安拆时大为降低对汽车起重机的要求；*起重能力强……,http://zj.lmjx.net/zj_company_19_61_0_-1.html
虎霸H5515塔式起重机,http://zj.lmjx.net/detail_ODM24---.html,8951, 虎霸建机塔机系列20年的研发历程中，在结构设计、电控系统、安全可靠性等技术方面，始终走在行业的前列……,http://zj.lmjx.net/zj_company_19_61_0_-1.html
中昇QTZ3200（ZSL3200）平臂塔式起重机,http://zj.lmjx.net/detail_MTA0NTE=.html,4517,……,http://zj.lmjx.net/zj_company_19_61_0_-1.html
金源QTD260 16T动臂塔机,http://zj.lmjx.net/detail_Nzk46---.html,4236,……,http://zj.lmjx.net/zj_company_19_61_0_-1.html
利勃海尔32 H快速架设起重机,http://zj.lmjx.net/detail_MzY04---.html,2899,液压机构使H系列起重机的装卸非常简单。塔架与副臂上的液压缸使得H系列起重机能够迅速移至工作位置。折叠塔架采用绝对密封焊接的实心壁结构……,http://zj.lmjx.net/zj_company_19_61_0_-2.html
利勃海尔32 TT快速架设起重机,http://zj.lmjx.net/detail_MzY07---.html,2893,TT系列起重机适用于多种场合，价格适中，臂架+H535长度可以变化，操作员可以选择载荷转矩，吊钩高度可以调节……,http://zj.lmjx.net/zj_company_19_61_0_-2.html
利勃海尔26 K.1快速架设起重机,http://zj.lmjx.net/detail_MzY08---.html,2843,桁架结构快速架设起重机的起重能力为26 - 120公吨。这些起重机具有可变的副臂长度和吊钩高度，并且架设运动非常简单。这些起重机可以作为立即使用的整体进行运输……,http://zj.lmjx.net/zj_company_19_61_0_-2.html
利勃海尔34 K快速架设起重机,http://zj.lmjx.net/detail_MzY09---.html,2621,桁架结构快速架设起重机的起重能力为26 - 120公吨。这些起重机具有可变的副臂长度和吊钩高度，并且架设运动非常简单。这些起重机可以作为立即使用的整体进行运输……,http://zj.lmjx.net/zj_company_19_61_0_-2.html
利勃海尔42 K.1快速架设起重机,http://zj.lmjx.net/detail_MzY10---.html,2618,桁架结构快速架设起重机的起重能力为26 - 120公吨。这些起重机具有可变的副臂长度和吊钩高度，并且架设运动非常简单。这些起重机可以作为立即使用的整体进行运输……,http://zj.lmjx.net/zj_company_19_61_0_-2.html
利勃海尔65 K快速架设起重机,http://zj.lmjx.net/detail_MzY12---.html,2358,桁架结构快速架设起重机的起重能力为26 - 120公吨。这些起重机具有可变的副臂长度和吊钩高度，并且架设运动非常简单。这些起重机可以作为立即使用的整体进行运输……,http://zj.lmjx.net/zj_company_19_61_0_-2.html
利勃海尔81 K快速架设起重机,http://zj.lmjx.net/detail_MzY11---.html,2543,桁架结构快速架设起重机的起重能力为26 - 120公吨。这些起重机具有可变的副臂长度和吊钩高度，并且架设运动非常简单。这些起重机可以作为立即使用的整体进行运输……,http://zj.lmjx.net/zj_company_19_61_0_-2.html
利勃海尔120 K.1快速架设起重机,http://zj.lmjx.net/detail_MTUxNTU=.html,1647,桁架结构快速架设起重机的起重能力为26 - 120公吨。这些起重机具有可变的副臂长度和吊钩高度，并且架设运动非常简单。这些起重机可以作为立即使用的整体进行运输……,http://zj.lmjx.net/zj_company_19_61_0_-2.html
利勃海尔13HM.1塔式起重机,http://zj.lmjx.net/detail_ODkx9---.html,1277,液压机构使HM系列移动式快速架设起重机的装卸非常简单。通过液压架设运动学设计，HM系列起重机的架设非常容易、快速和安全，并且一人即可完成操作……,http://zj.lmjx.net/zj_company_19_61_0_-2.html
利勃海尔22HM塔式起重机,http://zj.lmjx.net/detail_ODky0---.html,939,液压机构使HM系列移动式快速架设起重机的装卸非常简单。通过液压架设运动学设计，HM系列起重机的架设非常容易、快速和安全，并且一人即可完成操作……,http://zj.lmjx.net/zj_company_19_61_0_-2.html
利勃海尔32 TTR履带底盘塔式起重机,http://zj.lmjx.net/detail_MTUxNTY=.html,831,R系列履带式底盘获得了良好的现场与越野移动性。在要求位置快速变化和低地面接触压力的场合，需要使用履带式起重机……,http://zj.lmjx.net/zj_company_19_61_0_-2.html
利勃海尔42 KR.1履带底盘塔式起重机,http://zj.lmjx.net/detail_MTUxNTc=.html,798,R系列履带式底盘获得了良好的现场与越野移动性。在要求位置快速变化和低地面接触压力的场合，需要使用履带式起重机……,http://zj.lmjx.net/zj_company_19_61_0_-2.html
利勃海尔81 KR履带底盘塔式起重机,http://zj.lmjx.net/detail_MTUxNTg=.html,872,R系列履带式底盘获得了良好的现场与越野移动性。在要求位置快速变化和低地面接触压力的场合，需要使用履带式起重机……,http://zj.lmjx.net/zj_company_19_61_0_-2.html
利勃海尔120 KR.1履带底盘塔式起重机,http://zj.lmjx.net/detail_MTUxNTk=.html,1137,R系列履带式底盘获得了良好的现场与越野移动性。在要求位置快速变化和低地面接触压力的场合，需要使用履带式起重机……,http://zj.lmjx.net/zj_company_19_61_0_-2.html
海麟重工斯太尔单桥水罐消防车,http://zj.lmjx.net/detail_MjI0OTA=.html,739,专用部分由液罐、泵室、器材箱、动力输出及传动系统、管路系统、电气系统等组成……,http://zj.lmjx.net/zj_class_23_0_0.html
程力斯太尔单桥水罐消防车,http://zj.lmjx.net/detail_MjIyNTU=.html,372,专用部分由液罐、泵室、器材箱、动力输出及传动系统、管路系统、电气系统等组成……,http://zj.lmjx.net/zj_class_23_0_0.html
江麓SXD09多功能履带式森林消防车,http://zj.lmjx.net/detail_MjA4ODI=.html,718,SXD09多功能履带式森林消防车是公司和武警森林指挥部在对我国南北森林地区的地形地貌、森林火灾火情、灭火理念和方法，以及现有的森林消防装备进行充分调查研究的基础上研制而成的森林专用……,http://zj.lmjx.net/zj_class_23_0_0.html
江特江特国四2立方消防洒水车,http://zj.lmjx.net/detail_Mjc5MTk=.html,67,【主要技术参数】产品商标江特牌公告批次255产品名称绿化喷洒车产品型号JDF5040GPSB4型绿化喷洒车总质量(Kg)3620罐体容积(m3)1.26额定载质量(Kg)1200外……,http://zj.lmjx.net/zj_class_23_0_0.html
楚飞重汽后双桥（12.3立方）水罐消防车,http://zj.lmjx.net/detail_MjMzNzc=.html,292,重汽后双桥水罐 消防车-主要技术参数产品名称：重汽后双桥消防车-JDF5280GXFSG120Z公告批次：229底盘型号：ZZ1257M4647C排放标准：-总质量：27600(K……,http://zj.lmjx.net/zj_class_23_0_0.html
厦工楚胜泡沫消防车-EQ1126KJ1,http://zj.lmjx.net/detail_MjI2NzU=.html,283,"产品名称泡沫消防车 车辆型号WHG5120GXFPM40 底盘型号 EQ1126KJ1 底盘参数 燃料种类柴油依据标准GB3847-2005,GB17691-2005第三阶段 整车……",http://zj.lmjx.net/zj_class_23_0_0.html
海伦哲SGX5330GXFPM180型泡沫消防车,http://zj.lmjx.net/detail_MTU5Mzg=.html,1407,SGX5330GXFPM180型泡沫消防车选用Mercedes-Benz Actros3332底盘改制而成……,http://zj.lmjx.net/zj_class_23_0_0.html
陕汽德龙F3000 8吨水罐消防车,http://zj.lmjx.net/detail_MTI2MzU=.html,1749,水罐消防车主要装备消防水泵，水罐及水枪、水炮等，适合扑救一般性火灾，是公安消防队和企事业专职消防队常备的消防车辆……,http://zj.lmjx.net/zj_class_23_0_0.html
中联重科ZLJ5150JXFYT25型多功能云梯消防车,http://zj.lmjx.net/detail_NDgy1---.html,5337,ZLJ5150JXFYT25型多功能云梯消防车产品简介：? 中联牌ZLJ5150JXFYT25型云梯消防车是我公司在已有举高类消防车辆产品基础上，结合消防作战的实际需求，通过对原有……,http://zj.lmjx.net/zj_class_23_0_0.html
济南重汽STEYR王系列消防车,http://zj.lmjx.net/detail_MTY1NDY=.html,1123, 中国重汽特种车公司根据国内消防车实际需求，在技术成熟的斯太尔王底盘基础上进行适应性变更，开发出的更适合消防工作需要，更贴合用户需求的新一代四开门消防用车底盘……,http://zj.lmjx.net/zj_class_23_0_0.html
豪士科PUC 泵车,http://zj.lmjx.net/detail_MTY5MTY=.html,1184,亮点消防泵车匹尔斯独有的Control Zone?泵面板布局采用不锈钢管路和符合人体工学的控制装置，根据不同功能和颜色编码进行分组，确保布局合理。10年结构保修……,http://zj.lmjx.net/zj_class_23_0_0.html
江麓QTP315平头塔式起重机,http://zj.lmjx.net/detail_MTU3MjQ=.html,888,? 电气控制系统采用PLC控制或智能化控制，提高了可靠性和安全性，三大机构全部采用业界领先的变频调速技术，关键电气元件采用国际知名品牌，如法国施耐德公司的低压电器，德国西门子的PL……,http://zj.lmjx.net/zj_more_19_61_0_0_1_1.html
三一重工SYT80(T5710-6)塔式起重机,http://zj.lmjx.net/detail_MTk2NTM=.html,1148,型号SYT80(T5710-6)最大起重力矩990（kN·m）最大起重量6t最大臂长/起重量57m/1.0t塔身截面1.6×1.6m自由高度40.5m起升80/40/8.8回转0~……,http://zj.lmjx.net/zj_more_19_61_0_0_1_1.html
